No,話者,発話,ペルソナ,score
750,A,本当に美味しいですよね、手が小さいので食べるのが大変ですが、大盛りを食べてしまいます。,"私は鹿児島から引っ越してきました。
私は専業主婦です。
私は手が小さいです。
私は焼肉が大好物です。
私は香水の匂いが苦手です。
私はまだ新生活に慣れていません。
私は東京に住んでいます。
","{'私は鹿児島から引っ越してきました。': [0, 0, 1], '私は専業主婦です。': [0, 0, 1], '私は手が小さいです。': [2, 2, 2], '私は焼肉が大好物です。': [0, 0, 1], '私は香水の匂いが苦手です。': [0, 0, 2], '私はまだ新生活に慣れていません。': [0, 0, 1], '私は東京に住んでいます。': [0, 0, 1]}"
750,B,私もです。ちなみに高卒なので、中々よい仕事に就けないのが最近の悩みなんですよね。,"私は九州に住んでいます。
私は高校中退しています。
私はパーマをかけています。
私はラーメンが好きです。
私は鈍感です。
わつぃはとんこつラーメンが好きです。
私は香水の香りが苦手です。
私はラーメンが好きです。
私はラーメンを大盛で食べます。
","{'私は九州に住んでいます。': [0, 0, 0], '私は高校中退しています。': [0, 0, 0], '私はパーマをかけています。': [0, 0, 0], '私はラーメンが好きです。': [0, 0, 0], '私は鈍感です。': [0, 0, 0], 'わつぃはとんこつラーメンが好きです。': [0, 0, 0], '私は香水の香りが苦手です。': [0, 0, 0], '私はラーメンを大盛で食べます。': [0, 0, 0]}"
750,A,不況ですからね、いい仕事に転職できるといいですね。,"私は鹿児島から引っ越してきました。
私は専業主婦です。
私は手が小さいです。
私は焼肉が大好物です。
私は香水の匂いが苦手です。
私はまだ新生活に慣れていません。
私は東京に住んでいます。
","{'私は鹿児島から引っ越してきました。': [0, 0, 0], '私は専業主婦です。': [0, 0, 0], '私は手が小さいです。': [0, 0, 0], '私は焼肉が大好物です。': [0, 0, 0], '私は香水の匂いが苦手です。': [0, 0, 0], '私はまだ新生活に慣れていません。': [0, 0, 0], '私はたばこの匂いが嫌いです。': [0, 0, 0]}"
750,B,そうですね。なんでもいいっていうわけにはいかないので、職安でがんばって見つけます。,"私は九州に住んでいます。
私は高校中退しています。
私はパーマをかけています。
私はラーメンが好きです。
私は鈍感です。
わつぃはとんこつラーメンが好きです。
私は香水の香りが苦手です。
私はラーメンが好きです。
私はラーメンを大盛で食べます。
","{'私は九州に住んでいます。': [0, 0, 0], '私は高校中退しています。': [0, 0, 0], '私はパーマをかけています。': [0, 0, 0], '私はラーメンが好きです。': [0, 0, 0], '私は鈍感です。': [0, 0, 0], 'わつぃはとんこつラーメンが好きです。': [0, 0, 0], '私は香水の香りが苦手です。': [0, 0, 0], '私はつい最近太りました。': [0, 0, 0]}"
840,A,やぁ！こんにちは！私は田舎に住んでるんだけど、今雪がすごいよ！,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は雪がすごい地域に住んでいます。
私はたばこの匂いが嫌いです。
","{'私は田舎に住んでいます。': [2, 2, 2], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [0, 0, 0], '私は狭い場所が苦手です。': [0, 0, 0], '私は雪がすごい地域に住んでいます。': [2, 2, 1], '私はたばこの匂いが嫌いです。': [0, 0, 0]}"
840,B,こんにちは！わたしは雪国の風景を描きにそっちへ行きたいくらいだけど、住んでる人にとっては大雪って大変だよね。,"私は人と争うのが苦手です。
私は派遣社員です。
私は指が長いです。
私は絵を書くのが好きです。
私はタバコの匂いが苦手です。
私は経理事務の仕事をしています。
私はA型です。
私は人と争うのが苦手です。
私は大らかな人といるとホッとします・","{'私は人と争うのが苦手です。': [0, 0, 0], '私は派遣社員です。': [0, 0, 0], '私は指が長いです。': [0, 0, 0], '私は絵を書くのが好きです。': [1, 1, 2], '私はタバコの匂いが苦手です。': [0, 0, 0], '私は経理事務の仕事をしています。': [0, 0, 0], '私はA型です。': [0, 0, 0]}"
840,A,そうだね！雪が積もると趣味のガーデニングも出来ないから暇だよ。絵が趣味なの？,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は雪がすごい地域に住んでいます。
私はたばこの匂いが嫌いです。
","{'私は田舎に住んでいます。': [1, 0, 0], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [2, 2, 1], '私は狭い場所が苦手です。': [0, 0, 0], '私は雪がすごい地域に住んでいます。': [2, 1, 0], '私はたばこの匂いが嫌いです。': [0, 0, 0]}"
840,B,そう、絵が趣味なの。派遣社員やってると、ガーデニングとかはできないなあ。いいなあガーデニング。,"私は人と争うのが苦手です。
私は派遣社員です。
私は指が長いです。
私は絵を書くのが好きです。
私はタバコの匂いが苦手です。
私は経理事務の仕事をしています。
私はA型です。
私は人と争うのが苦手です。
私は大らかな人といるとホッとします・","{'私は人と争うのが苦手です。': [0, 0, 0], '私は派遣社員です。': [2, 2, 2], '私は指が長いです。': [0, 0, 0], '私は絵を書くのが好きです。': [2, 2, 0], '私はタバコの匂いが苦手です。': [0, 0, 0], '私は経理事務の仕事をしています。': [0, 0, 0], '私はA型です。': [0, 0, 0]}"
840,A,狭いところが苦手だから、田舎で広々と生活したかったんだー。自然に、ガーデニングにハマってたよ。仕事は何かしてるの？,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は雪がすごい地域に住んでいます。
私はたばこの匂いが嫌いです。
","{'私は田舎に住んでいます。': [2, 2, 0], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [1, 0, 0], '私の趣味はガーデニングです。': [0, 2, 1], '私は狭い場所が苦手です。': [2, 2, 0], '私は雪がすごい地域に住んでいます。': [0, 0, 0], '私はたばこの匂いが嫌いです。': [0, 0, 0]}"
840,B,仕事は経理事務だよ。上司がタバコ好きで困っちゃう。あの匂い、苦手なんだよね。,"私は人と争うのが苦手です。
私は派遣社員です。
私は指が長いです。
私は絵を書くのが好きです。
私はタバコの匂いが苦手です。
私は経理事務の仕事をしています。
私はA型です。
私は人と争うのが苦手です。
私は大らかな人といるとホッとします・","{'私は人と争うのが苦手です。': [0, 0, 0], '私は派遣社員です。': [0, 0, 1], '私は指が長いです。': [0, 0, 0], '私は絵を書くのが好きです。': [0, 0, 0], '私はタバコの匂いが苦手です。': [2, 2, 2], '私は経理事務の仕事をしています。': [2, 2, 2], '私はA型です。': [0, 0, 0]}"
840,A,あーたばこの匂いは私も嫌いだな。でも、吸うなとは言えないよね。あなた血液型は何型？,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は雪がすごい地域に住んでいます。
私はたばこの匂いが嫌いです。
","{'私は田舎に住んでいます。': [0, 0, 0], '私の血液型はO型です。': [0, 0, 2], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [0, 0, 0], '私は狭い場所が苦手です。': [0, 0, 0], '私は雪がすごい地域に住んでいます。': [0, 0, 0], '私はたばこの匂いが嫌いです。': [2, 2, 1]}"
840,B,私は真面目と言われがちなA型。あなたは？,"私は人と争うのが苦手です。
私は派遣社員です。
私は指が長いです。
私は絵を書くのが好きです。
私はタバコの匂いが苦手です。
私は経理事務の仕事をしています。
私はA型です。
私は人と争うのが苦手です。
私は大らかな人といるとホッとします・","{'私は人と争うのが苦手です。': [0, 0, 0], '私は派遣社員です。': [0, 0, 0], '私は指が長いです。': [0, 0, 0], '私は絵を書くのが好きです。': [0, 0, 0], '私はタバコの匂いが苦手です。': [0, 0, 0], '私は経理事務の仕事をしています。': [0, 0, 0], '私はA型です。': [2, 2, 2]}"
